suburb,state,lat,lng
Ferney,QLD,-25.61323,152.62073
Fernhill,NSW,-34.38356,150.88929
Fernihurst,VIC,-36.245,143.87364
Fernlees,QLD,-23.85635,148.12347
Fernleigh,NSW,-28.76904,153.4921
Fernmount,NSW,-30.47598,152.95001
Fernshaw,VIC,-37.61612,145.63836
Fernside,NSW,-28.78811,153.17084
Ferntree Gully,VIC,-37.88269,145.27761
Fernvale,NSW,-28.365,153.42611
Fernvale,QLD,-27.45958,152.6638
Fernvale,VIC,-27.45958,152.6638
Ferny Creek,VIC,-37.87591,145.33094
Ferny Glen,QLD,-28.07221,153.16198
Ferny Grove,QLD,-27.40306,152.92806
Ferny Hills,QLD,-27.39,152.933
Ferny Hills Dc,QLD,-27.4003,152.938
Ferodale,NSW,-32.68395,151.84312
Ferryden Park,SA,-34.864,138.557
Feysville,WA,-31.01051,121.5988
Ficks Crossing,QLD,-26.24614,151.8881
Fiddletown,NSW,-33.60259,151.04984
Field,SA,-35.85184,139.68751
Fielding,QLD,-18.83265,141.29052
Fieldstone,VIC,-37.7472,144.649
Fiery Flat,VIC,-36.39821,143.79015
Fifield,NSW,-32.8078,147.46258
Fifteen Mile,QLD,-27.42514,152.05904
Fig Tree Pocket,QLD,-27.53172,152.96822
Figtree,NSW,-34.43194,150.84349
Fimiston,WA,-30.7766,121.50414
Finch Hatton,QLD,-21.13988,148.6348
Findon,SA,-34.90047,138.53123
Findon Creek,NSW,-28.40382,152.88934
Fine Flower,NSW,-29.35747,152.64758
Fingal,TAS,-41.6386,147.9672
Fingal,VIC,-38.42111,144.86111
Fingal Bay,NSW,-32.75015,152.16319
Fingal Head,NSW,-28.2,153.5667
Finke,NT,-25.5816,134.57769
Finlay Vale,QLD,-16.46028,145.3503
Finlayvale,QLD,-16.4603,145.35
Finley,NSW,-35.642,145.57062
Finnie,QLD,-27.632,151.884
Finniss,SA,-35.40765,138.83031
Finniss Valley,NT,-13.0245,130.942
Finucane,WA,-20.29679,118.56978
Firefly,NSW,-32.07925,152.22748
Firle,SA,-34.90379,138.65267
Fischer,SA,-34.5005,138.62385
Fish Creek,VIC,-38.70435,146.08773
Fish Point,VIC,-35.43125,143.70615
Fisher,ACT,-35.361,149.057
Fisher,QLD,-20.74904,139.53208
Fisher,SA,-34.48885,139.54447
Fisherman Bay,SA,-33.55465,137.94298
Fishermans Bay,NSW,-32.78778,152.09
Fishermans Paradise,NSW,-35.23101,150.44428
Fishermans Pocket,QLD,-26.16283,152.60604
Fishermans Reach,NSW,-30.86007,152.99342
Fishers Hill,NSW,-32.5116,151.52897
Fishery Falls,QLD,-17.18451,145.89689
Fishing Point,NSW,-33.057,151.596
Fiskville,VIC,-37.66828,144.20199
Fitzgerald,TAS,-42.75374,146.66226
Fitzgerald,WA,-33.74742,119.45786
Fitzgerald Bay,SA,-32.9094,137.753
Fitzgerald Creek,QLD,-17.48504,145.9734
Fitzgerald River National Park,WA,-33.98748,119.50238
Fitzgeralds Mount,NSW,-33.51478,149.37615
Fitzgeralds Valley,NSW,-33.52927,149.39727
Fitzgibbon,QLD,-27.35,153.03333
Fitzroy,SA,-34.897,138.59
Fitzroy,VIC,-37.79746,144.98046
Fitzroy Crossing,WA,-18.19365,125.56037
Fitzroy Falls,NSW,-34.63206,150.46095
Fitzroy Island,QLD,-16.93367,145.99435
Fitzroy North,VIC,-37.78329,144.98385
Five Dock,NSW,-33.86925,151.12957
Five Miles,SA,-34.8654,139.39515
Five Ways,NSW,-32.1453,147.003
Five Ways,VIC,-38.1671,145.32
Flaggy Creek,VIC,-37.75531,147.4797
Flaggy Rock,QLD,-21.9701,149.441
Flagstaff,VIC,-37.05,143.775
Flagstaff Gully,TAS,-42.842,147.374
Flagstaff Hill,SA,-35.05,138.58333
Flagstone,QLD,-27.8091,152.956
Flagstone Creek,QLD,-27.61284,152.09048
Flametree,QLD,-20.2681,148.75167
Flamingo Beach,VIC,-38.27031,147.31293
Flat Tops,NSW,-32.46449,151.81202
Flaxley,SA,-35.14489,138.82434
Flaxman Valley,SA,-34.61875,139.04447
Flaxton,QLD,-26.65917,152.86917
Fleming,NT,-12.43556,130.74806
Flemington,VIC,-37.7833,144.92775
Fletcher,NSW,-32.865,151.635
Fletcher,QLD,-28.7704,151.87
Fletcher Creek,QLD,-23.78042,150.35863
Fleurbaix,QLD,-28.52594,151.91407
Flinders,NSW,-34.58,150.846
Flinders,VIC,-38.45745,144.9722
Flinders Chase,SA,-35.88045,136.70085
Flinders Lakes,QLD,-27.8309,152.901
Flinders Lane,VIC,-37.81718,144.96458
Flinders Naval Depot,VIC,-38.3943,145.209
Flinders Park,SA,-34.908,138.546
Flinders Ranges,SA,-31.4933,138.49
Flinders University,SA,-35.01,138.57097
Flinders View,QLD,-27.65,152.78333
Flint,WA,-32.23266,116.43764
Flinton,QLD,-27.86403,149.56848
Flintstone,TAS,-41.99777,146.85909
Flora Hill,VIC,-36.77931,144.29481
Floraville,NSW,-33.01148,151.66403
Floreat,WA,-31.93443,115.79065
Floreat Forum,WA,-31.93803,115.79289
Florence Bay,QLD,-19.11816,146.87278
Florentine,TAS,-42.58392,146.47527
Florey,ACT,-35.22583,149.04944
Florida Gardens,QLD,-28.0173,153.429
Florina,NT,-14.577,132.028
Florina Station,SA,-32.3573,139.907
Flowerdale,TAS,-40.96538,145.67016
Flowerdale,VIC,-37.31906,145.32887
Flowerpot,TAS,-43.20295,147.24221
Flowery Gully,TAS,-41.23774,146.82914
Fly Creek,NT,-12.8012,131.069
Flyers Creek,NSW,-33.48521,149.03471
Flying Fish Point,QLD,-17.49533,146.08354
Flying Fox,NT,-13.6636,134.349
Flying Fox,QLD,-28.09634,153.17376
Flynn,ACT,-35.2025,149.05028
Flynn,NT,-23.7208,133.865
Flynn,VIC,-38.17072,146.71177
Flynn,WA,-32.03288,116.47136
Flynns Beach,NSW,-31.44289,152.92638
Flynns Creek,VIC,-38.26096,146.63771
Footscray,VIC,-37.7989,144.89236
Forbes,NSW,-33.37988,148.00669
Forbes,VIC,-37.30782,144.88412
Forbes Creek,NSW,-35.42175,149.49296
Forbes River,NSW,-31.29415,152.31215
Forbesdale,NSW,-32.07697,151.95724
Forces,NSW,-31.2532,146.921
Forcett,TAS,-42.81869,147.67832
Forde,ACT,-35.16639,149.14306
Fords,SA,-34.39312,138.8671
Fords Bridge,NSW,-29.75173,145.42611
Fordsdale,QLD,-27.71116,152.14138
Fordwich,NSW,-32.70956,151.05878
Foreshores,QLD,-24.11189,151.5012
Forest,TAS,-40.84941,145.23197
Forest Creek,QLD,-16.24501,145.39726
Forest Glade,QLD,-27.5224,152.685
Forest Glen,NSW,-33.55054,151.01974
Forest Glen,QLD,-26.673,153.001
Forest Grove,NSW,-33.38755,149.66221
Forest Grove,WA,-34.07235,115.10689
Forest Hill,NSW,-35.15268,147.47404
Forest Hill,QLD,-27.58333,152.35
Forest Hill,VIC,-37.83474,145.17274
Forest Hill,WA,-34.61541,117.44228
Forest Lake,QLD,-27.61667,152.96667
Forest Land,NSW,-29.2606,152.135
Forest Lodge,NSW,-33.88396,151.1815
Forest Range,SA,-34.92393,138.80454
Forest Reefs,NSW,-33.47501,149.06974
Forest Ridge,QLD,-27.96091,151.02676
Forest Springs,QLD,-28.03333,151.98333
Forestdale,QLD,-27.66361,153.0025
Forester,TAS,-41.09651,147.68836
Foresthome,QLD,-18.61092,146.20481
Forestvale,QLD,-25.99736,147.88691
Forestville,NSW,-33.7613,151.2113
Forestville,SA,-34.951,138.581
Forge Creek,VIC,-37.93118,147.61416
Fork Lagoons,QLD,-23.02992,148.20101
Formartin,QLD,-27.39913,151.52401
Forrest,ACT,-35.31806,149.125
Forrest,VIC,-38.51667,143.71667
Forrest,WA,-30.9089,127.45759
Forrest Beach,QLD,-18.7001,146.29597
Forrest Beach,WA,-33.57502,115.48257
Forrestania,WA,-32.41584,119.75496
Forrestdale,WA,-32.14779,115.93696
Forresters Beach,NSW,-33.407,151.476
Forrestfield,WA,-31.98315,116.00001
Forreston,SA,-34.8,138.9
Forsayth,QLD,-18.60727,143.74505
Forster,NSW,-32.18056,152.51167
Forster,SA,-34.75459,139.30846
Forster Shopping Village,NSW,-32.1994,152.51944
Fortescue,TAS,-43.10616,147.92905
Fortescue,WA,-21.67564,115.86271
Forth,TAS,-41.2,146.25
Forthside,TAS,-41.22449,146.27368
Fortis Creek,NSW,-29.53113,152.87867
Fortitude Valley,QLD,-27.4565,153.0345
Fortitude Valley Bc,QLD,-27.4562,153.035
Forty Mile,QLD,-17.96882,144.76387
Fossilbrook,QLD,-17.87349,144.26818
Foster,VIC,-38.65,146.2
Foster North,VIC,-38.59742,146.17004
Fosters Valley,NSW,-33.60345,149.56064
Fosterton,NSW,-32.34954,151.76488
Fosterville,VIC,-36.69674,144.49922
Foul Bay,SA,-35.22215,137.16089
Foulden,QLD,-21.14069,149.14723
Fountain,SA,-34.68441,135.82323
Fountain Gate,VIC,-38.01756,145.30384
Fountaindale,NSW,-33.34,151.393
Four Corners,NSW,-34.81956,145.43631
Four Mile Beach,QLD,-16.5192,145.473
Four Mile Creek,NSW,-32.7961,151.583
Four Mile Creek,TAS,-41.57734,148.27869
Four Ways,QLD,-19.33953,140.49183
Fowlers Bay,SA,-31.98869,132.43709
Fowlers Gap,NSW,-31.3642,141.67876
Fox,SA,-37.2658,140.404
Foxdale,QLD,-20.35668,148.53224
Foxground,NSW,-34.71735,150.77065
Foxhow,VIC,-38.04657,143.43752
Frahns,SA,-34.88937,139.36151
Framlingham,VIC,-38.25576,142.68441
Framlingham East,VIC,-38.19956,142.70046
Frances,SA,-36.69893,140.96524
Francois Peron National Park,WA,-25.82039,113.55
Frankfield,QLD,-22.18964,147.23217
Frankford,TAS,-41.3323,146.7653
Frankland,WA,-34.3029,116.93814
Frankland River,WA,-34.3029,116.938
Franklin,ACT,-35.2,149.1425
Franklin,TAS,-43.09251,146.98489
Franklinford,VIC,-37.23884,144.09228
Franklyn,SA,-33.14533,139.10539
Frankston,VIC,-38.14662,145.13572
Frankston East,VIC,-38.14662,145.13572
Frankston Heights,VIC,-38.16201,145.1466
Frankston North,VIC,-38.12502,145.16242
Frankston South,VIC,-38.188,145.153
Frankton,SA,-34.31253,139.21704
Fraser,ACT,-35.1925,149.05056
Fraser Island,QLD,-25.23982,153.13252
Fraser Range,WA,-32.0115,122.79764
Fraser Rise,VIC,-37.7215,144.663
Frayville,SA,-34.86184,139.21676
Frazer Park,NSW,-33.18418,151.61772
Frazers Creek,NSW,-31.43287,152.6405
Frazerview,QLD,-27.94983,152.57189
Fredericksfield,QLD,-19.74008,147.39486
Frederickton,NSW,-31.03333,152.86667
Freds Pass,NT,-12.5398,131.055
Freeburgh,VIC,-36.77318,147.03024
Freeburn Island,NSW,-29.40272,153.33309
Freeling,SA,-34.43789,138.81962
Freemans,NSW,-33.20181,151.59245
Freemans Reach,NSW,-33.56146,150.79787
Freemans Waterhole,NSW,-33.00042,151.48076
Freemantle,NSW,-33.26007,149.37695
Freestone,QLD,-28.14221,152.14761
Fregon,NT,-26.7655,132.028
Fremantle,WA,-32.05393,115.76048
French Island,VIC,-38.34893,145.33647
French Park,NSW,-35.26098,146.92796
Frenches Creek,QLD,-28.02462,152.63248
Frenchman Bay,WA,-35.09432,117.94965
Frenchmans,VIC,-36.99483,143.19348
Frenchs Forest,NSW,-33.749,151.2331
Frenchs Forest,QLD,-27.2583,152.964
Frenchs Forest East,NSW,-33.75077,151.2407
Frenchville,QLD,-23.35,150.55
Freshwater,NSW,-33.7749,151.288
Freshwater,QLD,-16.88333,145.71667
Freshwater Creek,VIC,-38.17472,144.31393
Freshwater Point,QLD,-21.4205,149.30776
Frewville,SA,-34.947,138.63
Freycinet,TAS,-42.20504,148.30332
Friday Pocket,QLD,-17.85304,146.00608
Friendly Beaches,TAS,-41.99189,148.25128
Frog Rock,NSW,-32.47352,149.68528
Frogmore,NSW,-34.27847,148.84507
Frogs Hollow,NSW,-36.765,149.82014
Frome Downs,SA,-30.6139,140.156
Fruitgrove,QLD,-27.5981,153.08
Fryerstown,VIC,-37.14327,144.25498
Frying Pan,NSW,-36.15409,148.83674
Fulham,QLD,-27.05817,152.45657
Fulham,SA,-34.927,138.512
Fulham,VIC,-38.07798,146.95416
Fulham Gardens,SA,-34.913,138.514
Fullarton,SA,-34.951,138.629
Fullerton,NSW,-34.21195,149.53327
Fullerton Cove,NSW,-32.84333,151.82639
Fumina,VIC,-37.95,146.11667
Fumina South,VIC,-37.95,146.11667
Furner,SA,-37.46575,140.3861
Furnissdale,WA,-32.56061,115.77266
Furracabad,NSW,-29.77598,151.67791
Fyans Creek,VIC,-37.09725,142.55921
Fyansford,VIC,-38.1348,144.291
Fyshwick,ACT,-35.329,149.174
Gabalong,WA,-30.71891,116.39002
Gabbadah,WA,-31.28103,115.50433
Gabbin,WA,-30.69728,117.69042
Gables,NSW,-33.6886,150.78165
Gadara,NSW,-35.30936,148.12133
Gadgarra,QLD,-17.26635,145.72144
Gaeta,QLD,-24.89001,151.59286
Gaffneys Creek,VIC,-37.50113,146.20664
Gagalba,QLD,-26.781,153.117
Gagebrook,TAS,-42.74833,147.27056
Gailes,QLD,-27.61075,152.91584
Gainsborough,VIC,-38.22663,145.97206
Gainsford,QLD,-23.79231,149.76583
Gairdner,WA,-34.20371,118.93805
Gairloch,QLD,-18.5958,146.19202
Gala Vale,NSW,-34.9435,145.791
Galambine,NSW,-32.44142,149.52375
Galga,SA,-34.72307,139.92956
Galilee,QLD,-22.2827,145.808
Galiwinku,NT,-12.0247,135.568
Galloways Hill,QLD,-10.7833,142.417
Galong,NSW,-34.6006,148.53153
Galore,NSW,-34.9862,146.81
Galston,NSW,-33.65,151.043
Gamboola,QLD,-16.555,143.668
Gammon Ranges,SA,-30.5709,139.174
Gan Gan,NSW,-32.752,152.121
Ganbenang,NSW,-33.65593,150.12041
Gangalidda,QLD,-17.5801,138.88
Gangara,NSW,-30.2517,152.591
Gangat,NSW,-32.01547,152.06924
Ganmain,NSW,-34.79322,147.0337
Gannawarra,VIC,-35.80212,144.21565
Gap Ridge,WA,-20.7373,116.76652
Gapsted,VIC,-36.51407,146.6563
Gapuwiyak,NT,-12.5032,135.806
Garah,NSW,-29.06052,149.62582
Garangula,NSW,-34.55371,148.36518
Garbutt,QLD,-19.26667,146.76667
Garbutt Bc,QLD,-19.2657,146.783
Garbutt East,QLD,-19.26667,146.76667
Garden City,VIC,-37.83663,144.9198
Garden Island,SA,-34.83601,138.49997
Garden Island,WA,-32.20433,115.67763
Garden Island Creek,TAS,-43.25,147.16667
Garden Suburb,NSW,-32.94426,151.68011
Gardenvale,VIC,-37.899,145.007
Gardners Bay,TAS,-43.1834,147.14265
Garema,NSW,-33.61051,147.90253
Garfield,QLD,-23.25823,145.97463
Garfield,VIC,-38.09991,145.68007
Garfield North,VIC,-38.05,145.68333
Gargett,QLD,-21.14464,148.74237
Garibaldi,VIC,-37.7389,143.85089
Garie,NSW,-34.16924,151.06952
Garland,NSW,-33.73233,149.03316
Garland Valley,NSW,-32.91639,150.72815
Garnant,QLD,-23.17128,150.26572
Garners Beach,QLD,-17.8129,146.10028
Garoo,NSW,-31.37232,150.88176
Garra,NSW,-33.12358,148.7921
Garradunga,QLD,-17.4547,146.0063
Garran,ACT,-35.342,149.108
Garrawalt,QLD,-18.51734,145.84056
Garthowen,NSW,-30.85932,150.90383
Garvoc,VIC,-38.32203,142.84793
Gascoyne Junction,WA,-25.05416,115.20785
Gascoyne River,WA,-25.43482,116.09621
Gateshead,NSW,-32.982,151.693
Gateway Island,VIC,-36.096,146.897
Gatton,QLD,-27.56358,152.27998
Gatton College,QLD,-27.54727,152.34024
Gatum,VIC,-37.39874,141.92936
Gaven,QLD,-27.95311,153.33817
Gawler,SA,-34.59735,138.74488
Gawler,TAS,-41.21359,146.15438
Gawler Belt,SA,-34.5785,138.72416
Gawler East,SA,-34.60192,138.76469
Gawler Ranges,SA,-32.5424,135.333
Gawler River,SA,-34.61081,138.67003
Gawler South,SA,-34.611,138.751
Gawler West,SA,-34.6037,138.73404
Gayndah,QLD,-25.6297,151.60623
Gaythorne,QLD,-27.418,152.983
Gazette,VIC,-37.91978,142.14976
Gearys Flat,NSW,-31.1783,152.569
Geebung,QLD,-27.371,153.048
Geegully Creek,WA,-18.30459,123.82767
Geehi,NSW,-36.34569,148.24816
Geelong,VIC,-38.14992,144.36172
Geelong Mc,VIC,-38.1499,144.362
Geelong North,VIC,-38.1094,144.35218
Geelong West,VIC,-38.13333,144.35
Geeveston,TAS,-43.16667,146.93333
Geham,QLD,-27.3864,152.009
Geilston Bay,TAS,-42.83639,147.35111
Gelantipy,VIC,-37.14754,148.25267
Gellibrand,VIC,-38.52713,143.5453
Gellibrand Lower,VIC,-38.68468,143.25423
Gelliondale,VIC,-38.62774,146.60475
Gelorup,WA,-33.41636,115.64168
Gelston Park,NSW,-35.22981,147.33835
Gemalla,NSW,-33.52151,149.8382
Gembrook,VIC,-37.9524,145.60236
Gemfields,QLD,-23.4181,147.698
Gemini Mountains,QLD,-22.48402,147.69484
Gemmells,SA,-35.17311,138.90549
Gemville,NSW,-30.9,142.93333
Genaven,QLD,-27.1569,151.973
Geneva,NSW,-28.61903,152.9765
Genoa,VIC,-37.45108,149.69609
Gentle Annie,VIC,-37.9384,145.83661
Geographe,WA,-33.63763,115.37651
George Street,QLD,-27.47098,153.02358
George Town,TAS,-41.10625,146.8271
Georges Creek,NSW,-30.1737,151.21207
Georges Creek,VIC,-36.16142,147.26528
Georges Hall,NSW,-33.90629,150.98601
Georges Plains,NSW,-33.52737,149.48361
Georgetown,NSW,-32.90892,151.73126
Georgetown,QLD,-18.28673,143.48125
Georgetown,SA,-33.38598,138.41878
Georgica,NSW,-28.64517,153.16198
Georgina,QLD,-22.57483,138.83736
Georgina,WA,-28.87674,114.75325
Gepps Cross,SA,-34.8417,138.59964
Gerahmin,VIC,-35.17251,142.79978
Geraldton,WA,-28.77965,114.61445
Geraldton Dc,WA,-28.7738,114.612
Geraldton Po,WA,-28.7738,114.612
Gerang Gerung,VIC,-36.36899,141.87965
Gerangamete,VIC,-38.45436,143.72539
Geranium,SA,-35.38079,140.16066
Geranium Plains,SA,-33.97708,139.2154
Gerard,SA,-34.35316,140.4985
German Creek,QLD,-22.9298,148.551
German Creek,SA,-37.82937,140.45952
German Flat,SA,-37.75879,140.46362
Germania,VIC,-37.17168,142.57456
Germantown,QLD,-17.6425,145.96649
Germantown,VIC,-36.74494,147.01979
Germein Bay,SA,-33.13371,138.0662
Gerogery,NSW,-35.85893,146.95457
Gerrigerrup,VIC,-37.9906,142.21541
Gerringong,NSW,-34.73914,150.82499
Gerroa,NSW,-34.7699,150.81313
Geurie,NSW,-32.3904,148.827
Ghan,NT,-25.199,133.202
Gheerulla,QLD,-26.54514,152.79265
Gherang,VIC,-38.30361,144.09056
Gheringhap,VIC,-38.07195,144.22997
Ghin Ghin,VIC,-37.1371,145.3745
Ghinghinda,QLD,-25.25137,149.79065
Ghinni Ghi,NSW,-28.61514,152.81287
Ghinni Ghinni,NSW,-31.87705,152.55023
Ghoolendaadi,NSW,-30.94682,149.89527
Ghooli,WA,-31.27374,119.51191
Ghost Hill,QLD,-25.3167,152.833
Giants Creek,NSW,-32.23348,150.51896
Gibb,WA,-16.42245,126.46945
Gibberagee,NSW,-29.1871,153.1529
Gibraltar Range,NSW,-29.54457,152.28897
Gibson,WA,-33.58819,121.85626
Gibson Desert North,WA,-22.2876,126.89244
Gibson Desert South,WA,-25.0143,126.93
Gidgealpa,SA,-28.0288,140.236
Gidgegannup,WA,-31.79307,116.1966
Gidginbung,NSW,-34.35391,147.48783
Gidley,NSW,-31.00184,150.83257
Gidya,QLD,-19.26178,139.78564
Giffard,VIC,-38.36765,147.16132
Giffard West,VIC,-38.3506,146.9897
Gifford Hill,SA,-35.15405,139.22048
Gigoomgan,QLD,-25.76692,152.22874
Gil Gil,VIC,-36.3362,143.07529
Gilbert River,QLD,-18.26999,142.73914
Gilberton,QLD,-27.74222,153.27361
Gilberton,SA,-34.9,138.612
Gilberton,VIC,-37.7363,144.99
Gilderoy,VIC,-37.8514,145.72498
Gilead,NSW,-34.14101,150.79239
Giles Corner,SA,-34.22176,138.71681
Gilgai,NSW,-29.85,151.12
Gilgandra,NSW,-31.69523,148.65584
Gilgering,WA,-32.04747,116.78861
Gilgooma,NSW,-30.74687,148.52617
Gilgunnia,NSW,-32.44208,146.07185
Gilla,QLD,-26.8703,152.056
Gilldora,QLD,-26.29816,152.68243
Gillen,NT,-23.7085,133.865
Gillenbah,NSW,-34.75481,146.50775
Gillentown,SA,-33.87803,138.61383
Gilles Downs,SA,-32.9173,136.918
Gilles Plains,SA,-34.85025,138.659
Gilletts Ridge,NSW,-29.63575,153.11486
Gillieston,VIC,-36.34257,145.21246
Gillieston Heights,NSW,-32.765,151.53444
Gillimanning,WA,-32.7828,117.70756
Gillingarra,WA,-30.91221,116.03617
Gillman,SA,-34.841,138.527
Gillum,VIC,-37.7535,146.735
Gilmandyke,NSW,-33.77204,149.54191
Gilmore,ACT,-35.421,149.133
Gilmore,NSW,-35.42099,148.17719
Gilroyd,WA,-25.89196,115.16372
Gilston,QLD,-28.03,153.30972
Gin Gin,NSW,-31.91201,148.0886
Gin Gin,QLD,-24.99083,151.95
Gindie,QLD,-23.71581,148.08734
Gindoran,QLD,-24.58851,151.61204
Gineroi,NSW,-29.73754,150.54108
Gingerah,WA,-18.3669,122.99895
Ginghi,NSW,-32.59191,150.03853
Gingin,WA,-31.34968,115.90678
Ginginup,WA,-31.31193,115.92215
Gingkin,NSW,-33.89923,149.94287
Ginninderra Village,ACT,-35.1783,149.10992
Ginoondan,QLD,-25.60246,151.77213
Gippsland Mc,VIC,-37.5832,147.463
Gipsy Point,VIC,-37.4836,149.67381
Giralang,ACT,-35.21194,149.09722
Girards Hill,NSW,-28.81697,153.27835
Girgarre,VIC,-36.40314,144.95017
Girgarre East,VIC,-36.43999,145.06036
Girilambone,NSW,-31.1029,147.08033
Giro,NSW,-31.63933,151.75428
Girral,NSW,-33.7176,147.17414
Girralong,NSW,-30.57648,152.66481
Girraween,NSW,-33.80128,150.94305
Girraween,NT,-12.54232,131.15719
Girraween,QLD,-28.85049,151.96533
Girrawheen,WA,-31.84068,115.84032
Giru,QLD,-19.53534,147.11355
Girvan,NSW,-32.47894,152.06338
Gisborne,VIC,-37.49,144.58889
Gisborne South,VIC,-37.53861,144.60639
Givelda,QLD,-24.98469,152.15127
Gladesville,NSW,-33.83017,151.12676
Gladfield,QLD,-28.0718,152.1945
Gladfield,VIC,-36.08274,143.94275
Gladstone,NSW,-31.01754,152.95884
Gladstone,QLD,-23.84159,151.24977
Gladstone,SA,-33.26982,138.35236
Gladstone,TAS,-40.9817,148.15268
Gladstone Bc,QLD,-23.8416,151.25
Gladstone Central,QLD,-23.8416,151.25
Gladstone Dc,QLD,-23.8417,151.244
Gladstone Harbour,QLD,-23.8735,151.376
Gladstone Park,VIC,-37.69267,144.89518
Gladstone South,QLD,-23.86167,151.26694
Gladysdale,VIC,-37.81667,145.65
Glamorgan Vale,QLD,-27.5,152.61667
Glan Devon,QLD,-26.64682,152.00434
Glandore,SA,-34.96,138.566
Glanmire,NSW,-33.40674,149.71398
Glanmire,QLD,-26.226,152.696
Glanville,SA,-34.845,138.492
Glass House Mountains,QLD,-26.91233,152.93236
Glastonbury,QLD,-26.21214,152.5362
Glaziers Bay,TAS,-43.13868,147.01966
Glebe,NSW,-33.87978,151.18697
Glebe,QLD,-25.50262,149.53747
Glebe,TAS,-42.87389,147.32639
Gledhow,WA,-35.0079,117.82795
Gledswood Hills,NSW,-34.0117,150.78
Gleeson Hill,SA,-33.81646,138.25861
Glen Alice,NSW,-33.03231,150.18931
Glen Allen,NSW,-36.6792,149.34011
Glen Allyn,QLD,-17.3859,145.6877
Glen Alpine,NSW,-34.09,150.785
Glen Alvie,VIC,-38.52879,145.64881
Glen Aplin,QLD,-28.73429,151.87603
Glen Ayr,NSW,-32.60573,149.57584
Glen Boughton,QLD,-16.94415,145.81899
Glen Cairn,QLD,-27.6135,152.32718
Glen Creek,VIC,-36.44128,146.93587
Glen Davis,NSW,-33.12181,150.14596
Glen Dhu,TAS,-41.4542,147.141
Glen Echo,QLD,-25.90708,152.39055
Glen Eden,QLD,-23.90284,151.26271
Glen Elgin,NSW,-29.59816,152.10458
Glen Esk,QLD,-27.2553,152.46876
Glen Falloch,VIC,-37.66919,146.64725
Glen Fergus,NSW,-36.19404,149.26215
Glen Fernaigh,NSW,-28.769,153.492
Glen Forbes,VIC,-38.43998,145.52473
Glen Forrest,WA,-31.91094,116.10425
Glen Huntly,VIC,-37.89274,145.04107
Glen Huon,TAS,-43.03046,146.96021
Glen Innes,NSW,-29.75184,151.73619
Glen Inneslambton,NSW,-32.90361,151.69417
Glen Iris,VIC,-37.85771,145.05485
Glen Iris,WA,-33.33986,115.67985
Glen Isla,QLD,-20.40953,148.61082
Glen Kedron,QLD,-27.4074,153.036
Glen Martin,NSW,-32.53825,151.82118
Glen Mervyn,WA,-33.53024,116.06986
Glen Nevis,NSW,-29.91621,152.22889
Glen Niven,QLD,-28.59061,151.97554
Glen Oak,NSW,-32.61415,151.7111
Glen Osmond,SA,-34.96001,138.65017
Glen Park,VIC,-37.50331,143.93556
Glen Russell,QLD,-16.94857,145.20661
Glen Ruth,QLD,-18.00716,145.41984
Glen Valley,VIC,-36.88056,147.46944
Glen Ward,NSW,-31.79367,151.66951
Glen Waverley,VIC,-37.87435,145.16682
Glen William,NSW,-32.52565,151.8021
Glen Wills,VIC,-36.83683,147.49712
Glenaire,VIC,-38.77611,143.43369
Glenaladale,VIC,-37.75109,147.3267
Glenalbyn,VIC,-36.48867,143.71895
Glenalta,SA,-35.01311,138.62636
Glenarbon,QLD,-28.84272,151.07079
Glenaroua,VIC,-37.05801,144.96187
Glenaubyn,QLD,-26.45124,149.87884
Glenaven,QLD,-27.1569,151.973
Glenbar,QLD,-25.75062,152.34987
Glenbawn,NSW,-32.12204,150.96029
Glenbrae,VIC,-37.34834,143.56052
Glenbrook,NSW,-33.76667,150.61944
Glenburn,VIC,-37.41986,145.44578
Glenburnie,SA,-37.83595,140.84537
Glencoe,NSW,-29.91586,151.72724
Glencoe,QLD,-27.45,151.86667
Glencoe,SA,-37.68333,140.6
Glencoe,WA,-33.46714,117.63285
Glencoe West,SA,-37.66919,140.56386
Glendale,NSW,-32.92672,151.65088
Glendale,QLD,-23.24889,150.474
Glendalough,WA,-31.91923,115.82003
Glendambo,SA,-30.96785,135.75928
Glendaruel,VIC,-37.34361,143.73149
Glenden,QLD,-21.35389,148.11444
Glendenning,NSW,-33.74613,150.85364
Glendenning Dc,NSW,-33.7492,150.852
Glendevie,TAS,-43.24487,146.99107
Glendon,NSW,-32.58522,151.28603
Glendon Brook,NSW,-32.4972,151.407
Glendonald,VIC,-37.3509,143.842
Glendonbrook,NSW,-32.4972,151.407
Glendonnell,VIC,-37.35094,143.84204
Glendorf,QLD,-25.535,152.696
Gleneagle,QLD,-27.93679,152.9559
Glenelg,NSW,-33.72849,148.09817
Glenelg,SA,-34.982,138.516
Glenelg East,SA,-34.986,138.523
Glenelg Jetty Road,SA,-34.9802,138.51681
Glenelg North,SA,-34.971,138.517
Glenelg South,SA,-34.98865,138.51497
Glenella,QLD,-21.11378,149.13288
Glenellen,NSW,-35.90994,146.90772
Glenerin,NSW,-34.50968,149.37712
Glenfalloch,VIC,-37.6692,146.647
Glenfern,QLD,-26.95196,152.61092
Glenfern,TAS,-42.81071,146.99858
Glenferrie South,VIC,-37.8311,145.034
Glenfield,NSW,-33.96909,150.89292
Glenfield,WA,-28.69948,114.62079
